Ma_Don,Ngay_Dat,Ma_Khach_Hang,So_Dien_Thoai,Tinh_Thanh,Ma_San_Pham,Ten_San_Pham,Nhom_Hang,So_Luong,Don_Gia,Ty_Le_Giam_Gia,Tien_Giam,Tong_Hang,VAT_10,Phi_Van_Chuyen,Tong_Thanh_Toan,Don_Vi_Giao,Phuong_Thuc_Thanh_Toan,Kenh_Ban,Trang_Thai,Ngay_Giao_Du_Kien,So_Lan_Khach_Quay_Lai,thuong_hieu,danh_muc
DH2025004935,2025-02-01,KH00002,0771235506,TP. H? Chí Minh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",3%,"240,000","7,990,000","775,000","30,000","8,555,000",J&T Express,COD,Website,?ã giao,2025-02-06,20,Samsung,Tivi
DH2025006611,2025-02-01,KH00001,0853807152,??ng Nai,SP024,Samsung Galaxy Watch6,?? ?i?n t?,8,"5,490,000",10%,"4,392,000","43,920,000","3,953,000","45,000","43,526,000",Viettel Post,Ví ?i?n t?,Website,Hoàn hàng,2025-02-03,20,Samsung,??ng h? thông minh
DH2025009310,2025-02-01,KH00001,0853807152,TP. H? Chí Minh,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",0%,0,"780,000","78,000","30,000","888,000",Giao Hàng Nhanh,Ví ?i?n t?,Shopee,?ã giao,2025-02-03,20,Logitech,Ph? ki?n
DH2025009682,2025-02-01,KH00091,0331095086,??ng Nai,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",10%,"1,599,000","15,990,000","1,439,000","30,000","15,860,000",Ninja Van,Ví ?i?n t?,Shopee,?ã giao,2025-02-06,9,HP,Laptop
DH2025003066,2025-02-02,KH00011,0931085451,V?nh Long,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",5%,"214,000","4,290,000","408,000","22,000","4,506,000",Ninja Van,Ví ?i?n t?,Shopee,Hoàn hàng,2025-02-04,20,Canon,Máy in
DH2025003543,2025-02-02,KH00006,0885212220,TP. H? Chí Minh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,8,"5,490,000",10%,"4,392,000","43,920,000","3,953,000","18,000","43,499,000",Viettel Post,COD,Facebook,Hoàn hàng,2025-02-07,20,Samsung,??ng h? thông minh
DH2025003574,2025-02-02,KH00477,0338593139,TP. H? Chí Minh,SP026,Camera Xiaomi C300,?? ?i?n t?,1,"990,000",0%,0,"990,000","99,000","22,000","1,111,000",Ninja Van,Chuy?n kho?n,TikTok Shop,Hoàn hàng,2025-02-08,3,Xiaomi,Camera
DH2025006097,2025-02-02,KH00178,0346665628,TP. H? Chí Minh,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",10%,"1,999,000","19,990,000","1,799,000","18,000","19,808,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2025-02-06,5,Apple,?i?n tho?i
DH2025006644,2025-02-02,KH00001,0853807152,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",15%,"598,000","3,990,000","339,000","40,000","3,771,000",Ninja Van,Ví ?i?n t?,C?a hàng,?ã giao,2025-02-04,20,Apple,Tai nghe
DH2025008315,2025-02-02,KH00123,0868121073,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",12%,"719,000","5,990,000","527,000","40,000","5,838,000",Giao Hàng Nhanh,Ví ?i?n t?,Website,H?y ??n,2025-02-08,14,Apple,??ng h? thông minh
DH2025001786,2025-02-03,KH00032,0377152914,Cà Mau,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",7%,"839,000","11,980,000","1,114,000","40,000","12,295,000",J&T Express,Ví ?i?n t?,Facebook,?ã giao,2025-02-08,20,Apple,??ng h? thông minh
DH2025002823,2025-02-03,KH00002,0771235506,C?n Th?,SP007,MacBook Air M2,?? ?i?n t?,2,"23,990,000",10%,"4,798,000","47,980,000","4,318,000","35,000","47,535,000",Viettel Post,COD,Facebook,?ã giao,2025-02-08,20,Apple,Laptop
DH2025003844,2025-02-03,KH00003,0967250448,An Giang,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",12%,"1,439,000","11,990,000","1,055,000","45,000","11,651,000",Viettel Post,Chuy?n kho?n,TikTok Shop,?ã giao,2025-02-05,20,LG,Tivi
DH2025008216,2025-02-03,KH00063,0795093616,C?n Th?,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",3%,"719,000","23,980,000","2,326,000","30,000","25,617,000",Ninja Van,Th? ngân hàng,Facebook,Hoàn hàng,2025-02-09,19,LG,Tivi
DH2025008699,2025-02-03,KH00002,0771235506,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,2,"990,000",10%,"198,000","1,980,000","178,000","35,000","1,995,000",VNPost,Ví ?i?n t?,Zalo,?ã giao,2025-02-09,20,Xiaomi,Tai nghe
DH2025001318,2025-02-04,KH01290,0846125744,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",7%,"13,000","190,000","18,000","28,000","223,000",Viettel Post,Ví ?i?n t?,C?a hàng,?ã giao,2025-02-10,1,Anker,Ph? ki?n
DH2025001905,2025-02-04,KH00002,0771235506,C?n Th?,SP001,Samsung Galaxy A15,?? ?i?n t?,3,"4,590,000",7%,"964,000","13,770,000","1,281,000","45,000","14,132,000",Giao Hàng Nhanh,Chuy?n kho?n,Shopee,?ã giao,2025-02-09,20,Samsung,?i?n tho?i
DH2025002539,2025-02-04,KH00019,0330686394,TP. H? Chí Minh,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",15%,"357,000","2,380,000","202,000","40,000","2,265,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2025-02-06,20,Kingston,Linh ki?n
DH2025003391,2025-02-04,KH00035,0821504991,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",20%,"1,598,000","7,990,000","639,000","18,000","7,049,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2025-02-09,20,Xiaomi,Máy tính b?ng
DH2025005389,2025-02-04,KH00001,0853807152,TP. H? Chí Minh,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,2,"4,990,000",5%,"499,000","9,980,000","948,000","40,000","10,469,000",Viettel Post,Th? ngân hàng,TikTok Shop,?ã giao,2025-02-10,20,Xiaomi,?i?n tho?i
DH2025008827,2025-02-04,KH00001,0853807152,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,2,"990,000",15%,"297,000","1,980,000","168,000","18,000","1,869,000",VNPost,COD,C?a hàng,?ã giao,2025-02-09,20,Xiaomi,Tai nghe
DH2025009602,2025-02-04,KH00020,0329823170,TP. H? Chí Minh,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,1,"1,590,000",12%,"191,000","1,590,000","140,000","30,000","1,569,000",VNPost,Ví ?i?n t?,Website,?ã giao,2025-02-08,20,Samsung,Tai nghe
DH2025004649,2025-02-05,KH00004,0358998449,An Giang,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",0%,0,"5,990,000","599,000","45,000","6,634,000",J&T Express,Th? ngân hàng,TikTok Shop,?ã giao,2025-02-10,20,Apple,??ng h? thông minh
DH2025007745,2025-02-05,KH00020,0329823170,C?n Th?,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,4,"190,000",12%,"91,000","760,000","67,000","35,000","771,000",VNPost,Ví ?i?n t?,Website,?ã giao,2025-02-09,20,Anker,Ph? ki?n
DH2025000161,2025-02-06,KH00009,0853050012,C?n Th?,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",5%,"20,000","390,000","37,000","18,000","425,000",VNPost,Chuy?n kho?n,TikTok Shop,?ã giao,2025-02-08,20,Logitech,Ph? ki?n
DH2025002471,2025-02-06,KH00001,0853807152,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",3%,"240,000","7,990,000","775,000","35,000","8,560,000",J&T Express,Th? ngân hàng,TikTok Shop,Hoàn hàng,2025-02-08,20,Xiaomi,Máy tính b?ng
DH2025005247,2025-02-06,KH00012,0963857509,An Giang,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",15%,"148,000","990,000","84,000","40,000","966,000",J&T Express,Chuy?n kho?n,Facebook,?ã giao,2025-02-10,20,Xiaomi,Tai nghe
DH2025006939,2025-02-06,KH00002,0771235506,Tây Ninh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,2,"5,490,000",15%,"1,647,000","10,980,000","933,000","25,000","10,291,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,C?a hàng,?ang giao,2025-02-08,20,Samsung,??ng h? thông minh
DH2025008258,2025-02-06,KH00001,0853807152,TP. H? Chí Minh,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",0%,0,"23,980,000","2,398,000","45,000","26,423,000",VNPost,Ví ?i?n t?,Facebook,?ã giao,2025-02-09,20,LG,Tivi
DH2025008586,2025-02-06,KH00018,0857033519,??ng Tháp,SP024,Samsung Galaxy Watch6,?? ?i?n t?,2,"5,490,000",20%,"2,196,000","10,980,000","878,000","30,000","9,692,000",Giao Hàng Nhanh,COD,Website,?ã xác nh?n,2025-02-09,20,Samsung,??ng h? thông minh
DH2025009973,2025-02-06,KH00002,0771235506,V?nh Long,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",3%,"30,000","990,000","96,000","25,000","1,081,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Zalo,?ã giao,2025-02-09,20,Xiaomi,Tai nghe
DH2025000692,2025-02-07,KH00002,0771235506,An Giang,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,3,"7,990,000",12%,"2,876,000","23,970,000","2,109,000","40,000","23,243,000",J&T Express,Ví ?i?n t?,Website,?ã giao,2025-02-11,20,Samsung,Tivi
DH2025000778,2025-02-07,KH00004,0358998449,??ng Nai,SP024,Samsung Galaxy Watch6,?? ?i?n t?,5,"5,490,000",10%,"2,745,000","27,450,000","2,470,000","30,000","27,205,000",Giao Hàng Nhanh,Ví ?i?n t?,Shopee,?ã giao,2025-02-11,20,Samsung,??ng h? thông minh
DH2025005788,2025-02-07,KH00156,0344221536,??ng Tháp,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,1,"1,190,000",0%,0,"1,190,000","119,000","40,000","1,349,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Shopee,?ã giao,2025-02-11,4,Kingston,Linh ki?n
DH2025009581,2025-02-07,KH00033,0366107820,V?nh Long,SP017,Màn hình Dell 24 inch,?? ?i?n t?,4,"3,290,000",20%,"2,632,000","13,160,000","1,053,000","28,000","11,609,000",Ninja Van,COD,Zalo,?ã giao,2025-02-12,20,Dell,Màn hình
DH2025009854,2025-02-07,KH00007,0341806456,TP. H? Chí Minh,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",20%,"4,796,000","23,980,000","1,918,000","22,000","21,124,000",Giao Hàng Nhanh,Th? ngân hàng,Shopee,Hoàn hàng,2025-02-11,20,LG,Tivi
DH2025000549,2025-02-08,KH00027,0791276780,V?nh Long,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",0%,0,"7,990,000","799,000","30,000","8,819,000",VNPost,Ví ?i?n t?,C?a hàng,?ã giao,2025-02-13,20,Samsung,Tivi
DH2025002402,2025-02-08,KH00001,0853807152,C?n Th?,SP016,Smart TV LG 55 inch,?? ?i?n t?,3,"11,990,000",7%,"2,518,000","35,970,000","3,345,000","45,000","36,842,000",Ninja Van,COD,Website,?ã giao,2025-02-12,20,LG,Tivi
DH2025002512,2025-02-08,KH00001,0853807152,An Giang,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,2,"1,190,000",12%,"286,000","2,380,000","209,000","22,000","2,325,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,?ã giao,2025-02-10,20,JBL,Loa
DH2025002592,2025-02-08,KH00020,0329823170,V?nh Long,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",0%,0,"11,990,000","1,199,000","35,000","13,224,000",Giao Hàng Nhanh,COD,Facebook,?ã giao,2025-02-14,20,LG,Tivi
DH2025004552,2025-02-08,KH00001,0853807152,TP. H? Chí Minh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,4,"5,490,000",0%,0,"21,960,000","2,196,000","28,000","24,184,000",J&T Express,Ví ?i?n t?,Zalo,?ã giao,2025-02-10,20,Samsung,??ng h? thông minh
DH2025007251,2025-02-08,KH00001,0853807152,TP. H? Chí Minh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",0%,0,"7,990,000","799,000","30,000","8,819,000",J&T Express,COD,Zalo,?ã giao,2025-02-12,20,Samsung,Tivi
DH2025001029,2025-02-09,KH00222,0987400868,TP. H? Chí Minh,SP003,iPhone 15,?? ?i?n t?,3,"19,990,000",0%,0,"59,970,000","5,997,000","40,000","66,007,000",VNPost,COD,C?a hàng,?ã giao,2025-02-13,5,Apple,?i?n tho?i
DH2025002867,2025-02-09,KH00018,0857033519,TP. H? Chí Minh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,6,"7,990,000",0%,0,"47,940,000","4,794,000","35,000","52,769,000",Ninja Van,Chuy?n kho?n,Shopee,?ã giao,2025-02-12,20,Samsung,Tivi
DH2025003823,2025-02-09,KH00001,0853807152,Tây Ninh,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",3%,"720,000","23,990,000","2,327,000","45,000","25,642,000",J&T Express,COD,C?a hàng,?ã giao,2025-02-14,20,Apple,Laptop
DH2025000848,2025-02-10,KH00002,0771235506,??ng Tháp,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",0%,0,"18,990,000","1,899,000","45,000","20,934,000",Giao Hàng Nhanh,Th? ngân hàng,TikTok Shop,?ã giao,2025-02-12,20,Samsung,?i?n tho?i
DH2025002165,2025-02-10,KH00670,0324044004,V?nh Long,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",12%,"515,000","4,290,000","378,000","28,000","4,181,000",Viettel Post,Chuy?n kho?n,Website,?ã giao,2025-02-13,1,Canon,Máy in
DH2025002362,2025-02-10,KH00001,0853807152,An Giang,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",3%,"21,000","690,000","67,000","45,000","781,000",Giao Hàng Nhanh,COD,Shopee,?ang giao,2025-02-13,20,Logitech,Ph? ki?n
DH2025005099,2025-02-10,KH00002,0771235506,An Giang,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,3,"1,190,000",20%,"714,000","3,570,000","286,000","25,000","3,167,000",Viettel Post,Th? ngân hàng,Zalo,?ã giao,2025-02-13,20,Kingston,Linh ki?n
DH2025001182,2025-02-11,KH00005,0705762159,TP. H? Chí Minh,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",20%,"3,998,000","19,990,000","1,599,000","22,000","17,613,000",J&T Express,Th? ngân hàng,Facebook,?ã giao,2025-02-15,20,Apple,?i?n tho?i
DH2025004975,2025-02-12,KH00124,0907578759,V?nh Long,SP009,Laptop HP Pavilion 14,?? ?i?n t?,4,"15,990,000",20%,"12,792,000","63,960,000","5,117,000","45,000","56,330,000",Viettel Post,Th? ngân hàng,Website,Hoàn hàng,2025-02-17,4,HP,Laptop
DH2025008943,2025-02-12,KH00008,0760351162,TP. H? Chí Minh,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",12%,"143,000","1,190,000","105,000","18,000","1,170,000",VNPost,Ví ?i?n t?,Website,?ã giao,2025-02-16,20,JBL,Loa
DH2025009759,2025-02-12,KH00402,0967026358,??ng Tháp,SP003,iPhone 15,?? ?i?n t?,2,"19,990,000",0%,0,"39,980,000","3,998,000","40,000","44,018,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Shopee,?ã giao,2025-02-14,5,Apple,?i?n tho?i
DH2025000695,2025-02-13,KH00038,0980108158,TP. H? Chí Minh,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,1,"1,590,000",0%,0,"1,590,000","159,000","30,000","1,779,000",Ninja Van,Chuy?n kho?n,Facebook,?ã xác nh?n,2025-02-19,20,Samsung,Tai nghe
DH2025000913,2025-02-13,KH00124,0907578759,C?n Th?,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",15%,"104,000","690,000","59,000","45,000","690,000",Viettel Post,Chuy?n kho?n,Facebook,?ã giao,2025-02-18,4,Logitech,Ph? ki?n
DH2025003615,2025-02-13,KH02196,0783440746,Tây Ninh,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",0%,0,"16,990,000","1,699,000","22,000","18,711,000",Viettel Post,Chuy?n kho?n,TikTok Shop,?ã giao,2025-02-18,1,Apple,?i?n tho?i
DH2025004275,2025-02-13,KH00002,0771235506,C?n Th?,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,4,"12,990,000",3%,"1,559,000","51,960,000","5,040,000","22,000","55,463,000",Giao Hàng Nhanh,Chuy?n kho?n,TikTok Shop,?ã giao,2025-02-17,20,Asus,Laptop
DH2025004760,2025-02-13,KH00001,0853807152,Tây Ninh,SP026,Camera Xiaomi C300,?? ?i?n t?,1,"990,000",3%,"30,000","990,000","96,000","35,000","1,091,000",Giao Hàng Nhanh,COD,Facebook,Hoàn hàng,2025-02-15,20,Xiaomi,Camera
DH2025000841,2025-02-14,KH00001,0853807152,Cà Mau,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",3%,"12,000","390,000","38,000","22,000","438,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,H?y ??n,2025-02-18,20,Logitech,Ph? ki?n
DH2025002231,2025-02-14,KH00003,0967250448,Cà Mau,SP023,Apple Watch SE,?? ?i?n t?,5,"5,990,000",10%,"2,995,000","29,950,000","2,696,000","30,000","29,681,000",Giao Hàng Ti?t Ki?m,COD,Zalo,Hoàn hàng,2025-02-17,20,Apple,??ng h? thông minh
DH2025007770,2025-02-14,KH00001,0853807152,Cà Mau,SP016,Smart TV LG 55 inch,?? ?i?n t?,3,"11,990,000",7%,"2,518,000","35,970,000","3,345,000","25,000","36,822,000",J&T Express,Th? ngân hàng,Website,?ã giao,2025-02-17,20,LG,Tivi
DH2025007911,2025-02-14,KH00001,0853807152,TP. H? Chí Minh,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",0%,0,"16,990,000","1,699,000","25,000","18,714,000",Ninja Van,Chuy?n kho?n,C?a hàng,?ã giao,2025-02-20,20,Apple,?i?n tho?i
DH2025008278,2025-02-14,KH00021,0783343025,??ng Nai,SP024,Samsung Galaxy Watch6,?? ?i?n t?,2,"5,490,000",3%,"329,000","10,980,000","1,065,000","25,000","11,741,000",Giao Hàng Nhanh,Th? ngân hàng,Shopee,?ã giao,2025-02-20,20,Samsung,??ng h? thông minh
DH2025008815,2025-02-14,KH01089,0363811122,An Giang,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",0%,0,"23,990,000","2,399,000","30,000","26,419,000",Viettel Post,Ví ?i?n t?,TikTok Shop,?ã giao,2025-02-19,1,Apple,Laptop
DH2025008822,2025-02-14,KH01026,0392985942,Tây Ninh,SP024,Samsung Galaxy Watch6,?? ?i?n t?,2,"5,490,000",5%,"549,000","10,980,000","1,043,000","45,000","11,519,000",Ninja Van,Chuy?n kho?n,C?a hàng,?ã giao,2025-02-18,1,Samsung,??ng h? thông minh
DH2025005706,2025-02-15,KH00005,0705762159,TP. H? Chí Minh,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,2,"190,000",7%,"27,000","380,000","35,000","40,000","428,000",J&T Express,COD,Shopee,?ã giao,2025-02-20,20,Anker,Ph? ki?n
DH2025009819,2025-02-15,KH00047,0882096727,Cà Mau,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,2,"4,990,000",7%,"699,000","9,980,000","928,000","40,000","10,249,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Facebook,?ã giao,2025-02-20,20,Xiaomi,?i?n tho?i
DH2025002836,2025-02-16,KH00008,0760351162,TP. H? Chí Minh,SP017,Màn hình Dell 24 inch,?? ?i?n t?,5,"3,290,000",20%,"3,290,000","16,450,000","1,316,000","28,000","14,504,000",Ninja Van,COD,Zalo,?ã xác nh?n,2025-02-21,20,Dell,Màn hình
DH2025004139,2025-02-16,KH00001,0853807152,V?nh Long,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",7%,"1,119,000","15,990,000","1,487,000","28,000","16,386,000",Viettel Post,COD,Facebook,?ã giao,2025-02-21,20,HP,Laptop
DH2025006921,2025-02-16,KH00002,0771235506,TP. H? Chí Minh,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",7%,"1,679,000","23,980,000","2,230,000","40,000","24,571,000",VNPost,COD,Zalo,?ã giao,2025-02-18,20,LG,Tivi
DH2025007047,2025-02-16,KH00001,0853807152,V?nh Long,SP021,S?c nhanh Anker 20W,?? ?i?n t?,2,"350,000",12%,"84,000","700,000","62,000","25,000","703,000",Giao Hàng Nhanh,Chuy?n kho?n,Zalo,?ã giao,2025-02-20,20,Anker,Ph? ki?n
DH2025007395,2025-02-16,KH00004,0358998449,Tây Ninh,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",12%,"719,000","5,990,000","527,000","30,000","5,828,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,C?a hàng,?ã giao,2025-02-21,20,Apple,??ng h? thông minh
DH2025008642,2025-02-16,KH00001,0853807152,??ng Tháp,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",7%,"909,000","12,990,000","1,208,000","40,000","13,329,000",Giao Hàng Nhanh,Ví ?i?n t?,Shopee,?ã giao,2025-02-20,20,Asus,Laptop
DH2025002039,2025-02-17,KH00054,0331975267,??ng Nai,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",0%,0,"390,000","39,000","45,000","474,000",Ninja Van,Chuy?n kho?n,Facebook,?ã giao,2025-02-21,18,Logitech,Ph? ki?n
DH2025005217,2025-02-17,KH00004,0358998449,Tây Ninh,SP026,Camera Xiaomi C300,?? ?i?n t?,4,"990,000",0%,0,"3,960,000","396,000","45,000","4,401,000",Viettel Post,Chuy?n kho?n,C?a hàng,Hoàn hàng,2025-02-21,20,Xiaomi,Camera
DH2025002405,2025-02-18,KH00003,0967250448,??ng Tháp,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,2,"1,190,000",0%,0,"2,380,000","238,000","28,000","2,646,000",Giao Hàng Ti?t Ki?m,COD,C?a hàng,?ã giao,2025-02-24,20,JBL,Loa
DH2025004152,2025-02-18,KH00012,0963857509,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",10%,"1,299,000","12,990,000","1,169,000","18,000","12,878,000",J&T Express,Chuy?n kho?n,Facebook,?ã giao,2025-02-24,20,Asus,Laptop
DH2025004873,2025-02-18,KH00053,0985337336,C?n Th?,SP009,Laptop HP Pavilion 14,?? ?i?n t?,5,"15,990,000",12%,"9,594,000","79,950,000","7,036,000","22,000","77,414,000",J&T Express,Th? ngân hàng,Shopee,?ã giao,2025-02-21,17,HP,Laptop
DH2025005015,2025-02-18,KH00001,0853807152,??ng Nai,SP007,MacBook Air M2,?? ?i?n t?,3,"23,990,000",0%,0,"71,970,000","7,197,000","30,000","79,197,000",VNPost,COD,Website,?ã giao,2025-02-24,20,Apple,Laptop
DH2025005800,2025-02-18,KH00001,0853807152,??ng Nai,SP021,S?c nhanh Anker 20W,?? ?i?n t?,2,"350,000",15%,"105,000","700,000","60,000","30,000","685,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,C?a hàng,?ã giao,2025-02-24,20,Anker,Ph? ki?n
DH2025002346,2025-02-19,KH00002,0771235506,V?nh Long,SP019,Bàn phím Logitech K380,?? ?i?n t?,2,"690,000",7%,"97,000","1,380,000","128,000","45,000","1,456,000",J&T Express,COD,Facebook,?ã giao,2025-02-21,20,Logitech,Ph? ki?n
DH2025003801,2025-02-19,KH02565,0777517649,TP. H? Chí Minh,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,2,"4,990,000",7%,"699,000","9,980,000","928,000","22,000","10,231,000",Giao Hàng Nhanh,COD,Shopee,?ã giao,2025-02-23,1,Xiaomi,?i?n tho?i
DH2025005910,2025-02-19,KH02153,0886936460,TP. H? Chí Minh,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",12%,"515,000","4,290,000","378,000","22,000","4,175,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Facebook,?ã giao,2025-02-25,2,Canon,Máy in
DH2025009276,2025-02-19,KH00123,0868121073,TP. H? Chí Minh,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",3%,"21,000","690,000","67,000","28,000","764,000",VNPost,COD,C?a hàng,?ã giao,2025-02-24,14,Logitech,Ph? ki?n
DH2025009703,2025-02-19,KH00018,0857033519,??ng Nai,SP002,Samsung Galaxy S24,?? ?i?n t?,2,"18,990,000",10%,"3,798,000","37,980,000","3,418,000","45,000","37,645,000",Giao Hàng Ti?t Ki?m,COD,C?a hàng,?ã giao,2025-02-22,20,Samsung,?i?n tho?i
DH2025009845,2025-02-19,KH00279,0830261510,TP. H? Chí Minh,SP025,Máy in Canon LBP 2900,?? ?i?n t?,1,"4,290,000",3%,"129,000","4,290,000","416,000","40,000","4,617,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Zalo,?ã giao,2025-02-21,3,Canon,Máy in
DH2025000477,2025-02-20,KH00001,0853807152,C?n Th?,SP023,Apple Watch SE,?? ?i?n t?,1,"5,990,000",3%,"180,000","5,990,000","581,000","22,000","6,413,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Shopee,?ã giao,2025-02-24,20,Apple,??ng h? thông minh
DH2025000564,2025-02-20,KH00002,0771235506,C?n Th?,SP004,iPhone 14,?? ?i?n t?,1,"16,990,000",7%,"1,189,000","16,990,000","1,580,000","28,000","17,409,000",VNPost,Ví ?i?n t?,Zalo,?ã giao,2025-02-24,20,Apple,?i?n tho?i
DH2025000665,2025-02-20,KH00001,0853807152,??ng Nai,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",0%,0,"1,190,000","119,000","28,000","1,337,000",Giao Hàng Nhanh,Th? ngân hàng,Zalo,?ã giao,2025-02-26,20,JBL,Loa
DH2025005602,2025-02-20,KH00037,0766654656,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",0%,0,"190,000","19,000","25,000","234,000",Viettel Post,Chuy?n kho?n,Facebook,?ã giao,2025-02-23,20,Anker,Ph? ki?n
DH2025007768,2025-02-20,KH00059,0322452389,TP. H? Chí Minh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,1,"7,990,000",15%,"1,198,000","7,990,000","679,000","40,000","7,511,000",Viettel Post,Th? ngân hàng,TikTok Shop,?ã giao,2025-02-25,14,Samsung,Tivi
DH2025009360,2025-02-20,KH00004,0358998449,??ng Tháp,SP016,Smart TV LG 55 inch,?? ?i?n t?,3,"11,990,000",20%,"7,194,000","35,970,000","2,878,000","30,000","31,684,000",Viettel Post,COD,Website,?ã giao,2025-02-24,20,LG,Tivi
