Ma_Don;Ngay_Dat;So_Dien_Thoai;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong; Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ; Tong_Hang ; Phi_Van_Chuyen ; Tong_Thanh_Toan ;Don_Vi_Giao;Phuong_Thuc_Thanh_Toan;Kenh_Ban;Trang_Thai;Ngay_Giao_Du_Kien;So_Lan_Khach_Quay_Lai;Thuong_Hieu;Danh_Muc
DH2024007194;10/11/2024;322452389;TP. Hồ Chí Minh;Phường Chợ Lớn;318 Lý Thường Kiệt;SP010;Laptop Asus Vivobook 15;Đồ điện tử;2; 12,990,000 ₫ ;0.2; 5,196,000 ₫ ; 25,980,000 ₫ ;25,00 ₫; 22,887,000 ₫ ;Ninja Van;COD;Website;Đã giao;12/11/2024;14;Asus;Laptop
DH2024007918;10/11/2024;771235506;TP. Hồ Chí Minh;Phường An Khánh;406 Nguyễn Huệ;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;3; 1,190,000 ₫ ;0.2;714,00 ₫; 3,570,000 ₫ ;40,00 ₫; 3,182,000 ₫ ;Giao Hàng Nhanh;COD;TikTok Shop;Đang giao;15/11/2024;20;JBL;Loa
DH2024008218;10/11/2024;795093616;Đồng Nai;Xã Long Thành;185 Hai Bà Trưng;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.07;559,00 ₫; 7,990,000 ₫ ;45,00 ₫; 8,219,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;TikTok Shop;Đã giao;13/11/2024;19;Samsung;Tivi
DH2024000210;11/11/2024;978379253;TP. Hồ Chí Minh;Phường Tân Định;356 3 Tháng 2;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0.03;129,00 ₫; 4,290,000 ₫ ;22,00 ₫; 4,599,000 ₫ ;J&T Express;Thẻ ngân hàng;Facebook;Đã giao;15/11/2024;11;Canon;Máy in
DH2024005208;11/11/2024;946009293;Cà Mau;Xã U Minh;19 Phạm Văn Đồng;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0.1;429,00 ₫; 4,290,000 ₫ ;30,00 ₫; 4,277,000 ₫ ;Viettel Post;COD;Shopee;Đã xác nhận;17/11/2024;20;Canon;Máy in
DH2024009483;11/11/2024;771235506;Tây Ninh;Xã Gò Dầu;48 Nam Kỳ Khởi Nghĩa;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0; - ₫ ; 15,990,000 ₫ ;45,00 ₫; 17,634,000 ₫ ;J&T Express;COD;Website;Đã giao;17/11/2024;20;HP;Laptop
DH2024001549;12/11/2024;911012112;Đồng Nai;Xã Nhơn Trạch;512 Trần Hưng Đạo;SP015;Smart TV Samsung 43 inch;Đồ điện tử;3; 7,990,000 ₫ ;0; - ₫ ; 23,970,000 ₫ ;28,00 ₫; 26,395,000 ₫ ;J&T Express;COD;TikTok Shop;Đã giao;17/11/2024;2;Samsung;Tivi
DH2024002564;12/11/2024;771235506;Cà Mau;Xã Ngọc Hiển;382 Hai Bà Trưng;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0.07;83,00 ₫; 1,190,000 ₫ ;25,00 ₫; 1,243,000 ₫ ;J&T Express;Chuyển khoản;Zalo;Đang giao;16/11/2024;20;JBL;Loa
DH2024002923;12/11/2024;358998449;TP. Hồ Chí Minh;Phường Tân Định;334 Võ Văn Kiệt;SP007;MacBook Air M2;Đồ điện tử;1; 23,990,000 ₫ ;0.1; 2,399,000 ₫ ; 23,990,000 ₫ ;18,00 ₫; 23,768,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;18/11/2024;20;Apple;Laptop
DH2024003676;12/11/2024;963734670;TP. Hồ Chí Minh;Phường Bến Thành;360 Hai Bà Trưng;SP005;Xiaomi Redmi Note 13;Đồ điện tử;1; 4,990,000 ₫ ;0.12;599,00 ₫; 4,990,000 ₫ ;40,00 ₫; 4,870,000 ₫ ;VNPost;Ví điện tử;TikTok Shop;Đã giao;17/11/2024;1;Xiaomi;Điện thoại
DH2024005599;12/11/2024;771235506;TP. Hồ Chí Minh;Phường Chợ Lớn;547 Điện Biên Phủ;SP009;Laptop HP Pavilion 14;Đồ điện tử;2; 15,990,000 ₫ ;0; - ₫ ; 31,980,000 ₫ ;30,00 ₫; 35,208,000 ₫ ;Ninja Van;Chuyển khoản;Facebook;Hủy đơn;16/11/2024;20;HP;Laptop
DH2024006986;12/11/2024;832747089;TP. Hồ Chí Minh;Phường Thủ Đức;368 Lý Thường Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;4; 18,990,000 ₫ ;0; - ₫ ; 75,960,000 ₫ ;35,00 ₫; 83,591,000 ₫ ;J&T Express;Chuyển khoản;TikTok Shop;Đã giao;15/11/2024;2;Samsung;Điện thoại
DH2024000330;13/11/2024;981877109;Cần Thơ;Phường Bình Thủy;211 Pasteur;SP017;Màn hình Dell 24 inch;Đồ điện tử;5; 3,290,000 ₫ ;0.12; 1,974,000 ₫ ; 16,450,000 ₫ ;22,00 ₫; 15,946,000 ₫ ;Giao Hàng Nhanh;COD;Shopee;Đã giao;16/11/2024;20;Dell;Màn hình
DH2024002242;13/11/2024;900591675;TP. Hồ Chí Minh;Phường Bình Thạnh;432 Nguyễn Trãi;SP005;Xiaomi Redmi Note 13;Đồ điện tử;5; 4,990,000 ₫ ;0.15; 3,742,000 ₫ ; 24,950,000 ₫ ;40,00 ₫; 23,369,000 ₫ ;VNPost;Chuyển khoản;Website;Đã giao;19/11/2024;1;Xiaomi;Điện thoại
DH2024003081;13/11/2024;358998449;Vĩnh Long;Xã Trà Ôn;354 Lê Lợi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;3; 1,590,000 ₫ ;0.03;143,00 ₫; 4,770,000 ₫ ;40,00 ₫; 5,130,000 ₫ ;J&T Express;Ví điện tử;Shopee;Đã giao;17/11/2024;20;Samsung;Tai nghe
DH2024003552;13/11/2024;972874815;TP. Hồ Chí Minh;Phường Thủ Đức;69 Nguyễn Trãi;SP010;Laptop Asus Vivobook 15;Đồ điện tử;1; 12,990,000 ₫ ;0.05;650,00 ₫; 12,990,000 ₫ ;40,00 ₫; 13,614,000 ₫ ;Giao Hàng Nhanh;COD;Cửa hàng;Đã giao;19/11/2024;2;Asus;Laptop
DH2024004399;13/11/2024;853807152;Đồng Nai;Phường Trấn Biên;467 Nam Kỳ Khởi Nghĩa;SP018;Chuột Logitech M331;Đồ điện tử;3;390,00 ₫;0.03;35,00 ₫; 1,170,000 ₫ ;22,00 ₫; 1,271,000 ₫ ;Ninja Van;Thẻ ngân hàng;Facebook;Đã giao;18/11/2024;20;Logitech;Phụ kiện
DH2024006743;13/11/2024;967250448;Cần Thơ;Xã Phong Điền;196 Võ Văn Kiệt;SP022;Cáp sạc Type-C Anker;Đồ điện tử;3;190,00 ₫;0; - ₫ ;570,00 ₫;18,00 ₫;645,00 ₫;J&T Express;Ví điện tử;Website;Đã giao;16/11/2024;20;Anker;Phụ kiện
DH2024009536;13/11/2024;853807152;Vĩnh Long;Xã Mang Thít;209 Hai Bà Trưng;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.05;799,00 ₫; 15,980,000 ₫ ;35,00 ₫; 16,734,000 ₫ ;J&T Express;COD;Zalo;Đã giao;16/11/2024;20;Xiaomi;Máy tính bảng
DH2024009677;13/11/2024;853807152;Cà Mau;Xã Ngọc Hiển;422 Phạm Văn Đồng;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0; - ₫ ; 11,990,000 ₫ ;35,00 ₫; 13,224,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Website;Đã giao;18/11/2024;20;LG;Tivi
DH2024001499;14/11/2024;760351162;Vĩnh Long;Xã Long Hồ;537 Võ Văn Kiệt;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0; - ₫ ; 33,980,000 ₫ ;45,00 ₫; 37,423,000 ₫ ;Ninja Van;Thẻ ngân hàng;Zalo;Đã giao;17/11/2024;20;Apple;Điện thoại
DH2024002545;14/11/2024;963857509;Cà Mau;Xã Trần Văn Thời;71 Lê Lợi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;4;350,00 ₫;0; - ₫ ; 1,400,000 ₫ ;30,00 ₫; 1,570,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;TikTok Shop;Đã giao;18/11/2024;20;Anker;Phụ kiện
DH2024003082;14/11/2024;760351162;Đồng Tháp;Xã Lấp Vò;140 Lê Lợi;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1; 1,190,000 ₫ ;0.12;143,00 ₫; 1,190,000 ₫ ;25,00 ₫; 1,177,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Cửa hàng;Đã giao;20/11/2024;20;Kingston;Linh kiện
DH2024005073;14/11/2024;389573855;Đồng Nai;Xã Nhơn Trạch;135 Phạm Văn Đồng;SP007;MacBook Air M2;Đồ điện tử;1; 23,990,000 ₫ ;0; - ₫ ; 23,990,000 ₫ ;40,00 ₫; 26,429,000 ₫ ;Ninja Van;Chuyển khoản;Zalo;Đã giao;17/11/2024;3;Apple;Laptop
DH2024009116;14/11/2024;853807152;TP. Hồ Chí Minh;Phường Chợ Lớn;31 Nguyễn Văn Cừ;SP004;iPhone 14;Đồ điện tử;8; 16,990,000 ₫ ;0.05; 6,796,000 ₫ ; 135,920,000 ₫ ;45,00 ₫; 142,081,000 ₫ ;Viettel Post;COD;Website;Đã giao;20/11/2024;20;Apple;Điện thoại
DH2024009312;14/11/2024;358998449;Vĩnh Long;Xã Tam Bình;469 Nguyễn Văn Cừ;SP019;Bàn phím Logitech K380;Đồ điện tử;1;690,00 ₫;0; - ₫ ;690,00 ₫;30,00 ₫;789,00 ₫;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Shopee;Đã giao;17/11/2024;20;Logitech;Phụ kiện
DH2024001141;15/11/2024;869206033;Cần Thơ;Xã Phong Điền;419 Nam Kỳ Khởi Nghĩa;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;3; 1,190,000 ₫ ;0.05;178,00 ₫; 3,570,000 ₫ ;35,00 ₫; 3,766,000 ₫ ;J&T Express;COD;Zalo;Đã giao;20/11/2024;12;JBL;Loa
DH2024003995;15/11/2024;771235506;Đồng Nai;Phường Trấn Biên;557 Nguyễn Trãi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.12;42,00 ₫;350,00 ₫;22,00 ₫;361,00 ₫;Giao Hàng Tiết Kiệm;COD;Website;Đã giao;18/11/2024;20;Anker;Phụ kiện
DH2024006547;15/11/2024;391890653;TP. Hồ Chí Minh;Phường Tân Định;457 Nam Kỳ Khởi Nghĩa;SP002;Samsung Galaxy S24;Đồ điện tử;2; 18,990,000 ₫ ;0.03; 1,139,000 ₫ ; 37,980,000 ₫ ;18,00 ₫; 40,543,000 ₫ ;Ninja Van;Thẻ ngân hàng;Cửa hàng;Đã giao;20/11/2024;7;Samsung;Điện thoại
DH2024008451;15/11/2024;967250448;TP. Hồ Chí Minh;Phường Bình Thạnh;110 Điện Biên Phủ;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0; - ₫ ; 18,990,000 ₫ ;18,00 ₫; 20,907,000 ₫ ;J&T Express;Ví điện tử;TikTok Shop;Đã giao;21/11/2024;20;Samsung;Điện thoại
DH2024009598;15/11/2024;853807152;An Giang;Xã Phú Tân;181 Võ Văn Kiệt;SP021;Sạc nhanh Anker 20W;Đồ điện tử;10;350,00 ₫;0.07;245,00 ₫; 3,500,000 ₫ ;28,00 ₫; 3,609,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;TikTok Shop;Đã giao;21/11/2024;20;Anker;Phụ kiện
DH2024003723;16/11/2024;980108158;Tây Ninh;Xã Gò Dầu;325 Lý Thường Kiệt;SP026;Camera Xiaomi C300;Đồ điện tử;5;990,00 ₫;0; - ₫ ; 4,950,000 ₫ ;30,00 ₫; 5,475,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Cửa hàng;Đã giao;22/11/2024;20;Xiaomi;Camera
DH2024004274;16/11/2024;705762159;Đồng Nai;Phường Biên Hòa;399 Võ Văn Kiệt;SP018;Chuột Logitech M331;Đồ điện tử;10;390,00 ₫;0.05;195,00 ₫; 3,900,000 ₫ ;35,00 ₫; 4,110,000 ₫ ;J&T Express;Chuyển khoản;Facebook;Đã giao;21/11/2024;20;Logitech;Phụ kiện
DH2024007113;16/11/2024;793864640;Tây Ninh;Xã Gò Dầu;377 Pasteur;SP025;Máy in Canon LBP 2900;Đồ điện tử;2; 4,290,000 ₫ ;0.12; 1,030,000 ₫ ; 8,580,000 ₫ ;28,00 ₫; 8,333,000 ₫ ;Ninja Van;COD;Shopee;Đã giao;19/11/2024;16;Canon;Máy in
DH2024009456;16/11/2024;705762159;TP. Hồ Chí Minh;Phường Bến Thành;597 Quang Trung;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0; - ₫ ; 4,290,000 ₫ ;40,00 ₫; 4,759,000 ₫ ;VNPost;Chuyển khoản;Shopee;Đã giao;22/11/2024;20;Canon;Máy in
DH2024001773;17/11/2024;983133743;Cần Thơ;Phường Ô Môn;138 Lê Lợi;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0; - ₫ ;780,00 ₫;45,00 ₫;903,00 ₫;Giao Hàng Nhanh;COD;TikTok Shop;Đã giao;23/11/2024;20;Logitech;Phụ kiện
DH2024005914;17/11/2024;853807152;Đồng Tháp;Phường Sa Đéc;481 Điện Biên Phủ;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.12;719,00 ₫; 5,990,000 ₫ ;18,00 ₫; 5,816,000 ₫ ;Ninja Van;Ví điện tử;Cửa hàng;Đã giao;22/11/2024;20;Apple;Đồng hồ thông minh
DH2024005958;17/11/2024;358998449;An Giang;Xã Tri Tôn;67 Điện Biên Phủ;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0; - ₫ ; 15,990,000 ₫ ;35,00 ₫; 17,624,000 ₫ ;J&T Express;Thẻ ngân hàng;Shopee;Đã giao;22/11/2024;20;HP;Laptop
DH2024007308;17/11/2024;376115629;An Giang;Xã Phú Tân;112 Phạm Văn Đồng;SP024;Samsung Galaxy Watch6;Đồ điện tử;1; 5,490,000 ₫ ;0.15;824,00 ₫; 5,490,000 ₫ ;45,00 ₫; 5,178,000 ₫ ;Ninja Van;Ví điện tử;Facebook;Hoàn hàng;23/11/2024;2;Samsung;Đồng hồ thông minh
DH2024009780;17/11/2024;853807152;TP. Hồ Chí Minh;Phường An Khánh;295 Điện Biên Phủ;SP007;MacBook Air M2;Đồ điện tử;1; 23,990,000 ₫ ;0.15; 3,598,000 ₫ ; 23,990,000 ₫ ;25,00 ₫; 22,456,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Đã giao;22/11/2024;20;Apple;Laptop
DH2024000093;18/11/2024;907483696;Vĩnh Long;Xã Bình Minh;565 3 Tháng 2;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0.1;99,00 ₫;990,00 ₫;45,00 ₫; 1,025,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Facebook;Đã giao;24/11/2024;4;Xiaomi;Tai nghe
DH2024001884;18/11/2024;394889973;TP. Hồ Chí Minh;Phường Tân Định;389 Điện Biên Phủ;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.1;459,00 ₫; 4,590,000 ₫ ;28,00 ₫; 4,572,000 ₫ ;Viettel Post;COD;Website;Đã giao;20/11/2024;3;Samsung;Điện thoại
DH2024004812;18/11/2024;771235506;TP. Hồ Chí Minh;Phường Tân Bình;486 Trần Hưng Đạo;SP019;Bàn phím Logitech K380;Đồ điện tử;4;690,00 ₫;0; - ₫ ; 2,760,000 ₫ ;28,00 ₫; 3,064,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Cửa hàng;Đã giao;22/11/2024;20;Logitech;Phụ kiện
DH2024005212;18/11/2024;853807152;Vĩnh Long;Xã Mang Thít;467 Nam Kỳ Khởi Nghĩa;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.03;10,00 ₫;350,00 ₫;35,00 ₫;409,00 ₫;Giao Hàng Nhanh;Ví điện tử;TikTok Shop;Đã giao;23/11/2024;20;Anker;Phụ kiện
DH2024007635;18/11/2024;967250448;TP. Hồ Chí Minh;Phường Tân Định;227 Điện Biên Phủ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;1; 4,990,000 ₫ ;0.2;998,00 ₫; 4,990,000 ₫ ;28,00 ₫; 4,419,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Đã giao;24/11/2024;20;Xiaomi;Điện thoại
DH2024008776;18/11/2024;853807152;Vĩnh Long;Xã Bình Minh;588 Nguyễn Trãi;SP006;Xiaomi Pad 6;Đồ điện tử;1; 7,990,000 ₫ ;0.2; 1,598,000 ₫ ; 7,990,000 ₫ ;18,00 ₫; 7,049,000 ₫ ;VNPost;Thẻ ngân hàng;TikTok Shop;Đã giao;22/11/2024;20;Xiaomi;Máy tính bảng
DH2024009593;18/11/2024;335350525;Đồng Tháp;Xã Lấp Vò;377 Nguyễn Huệ;SP018;Chuột Logitech M331;Đồ điện tử;5;390,00 ₫;0; - ₫ ; 1,950,000 ₫ ;18,00 ₫; 2,163,000 ₫ ;Viettel Post;Thẻ ngân hàng;Facebook;Đã giao;22/11/2024;20;Logitech;Phụ kiện
DH2024000143;19/11/2024;334441342;An Giang;Xã Phú Tân;270 Nguyễn Huệ;SP021;Sạc nhanh Anker 20W;Đồ điện tử;2;350,00 ₫;0.07;49,00 ₫;700,00 ₫;30,00 ₫;746,00 ₫;Ninja Van;COD;Zalo;Đã giao;21/11/2024;20;Anker;Phụ kiện
DH2024000539;19/11/2024;885212220;Tây Ninh;Phường Trảng Bàng;502 Quang Trung;SP018;Chuột Logitech M331;Đồ điện tử;4;390,00 ₫;0; - ₫ ; 1,560,000 ₫ ;30,00 ₫; 1,746,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Facebook;Đã xác nhận;23/11/2024;20;Logitech;Phụ kiện
DH2024000664;19/11/2024;853807152;Đồng Nai;Phường Long Khánh;224 Võ Văn Kiệt;SP023;Apple Watch SE;Đồ điện tử;8; 5,990,000 ₫ ;0.2; 9,584,000 ₫ ; 47,920,000 ₫ ;35,00 ₫; 42,205,000 ₫ ;VNPost;COD;Zalo;Hoàn hàng;25/11/2024;20;Apple;Đồng hồ thông minh
DH2024001189;19/11/2024;853807152;Đồng Nai;Phường Trấn Biên;114 3 Tháng 2;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.03;570,00 ₫; 18,990,000 ₫ ;40,00 ₫; 20,302,000 ₫ ;Viettel Post;Thẻ ngân hàng;TikTok Shop;Đã giao;22/11/2024;20;Samsung;Điện thoại
DH2024001393;19/11/2024;769264412;TP. Hồ Chí Minh;Phường An Khánh;466 Lê Lợi;SP011;Tai nghe AirPods 3;Đồ điện tử;2; 3,990,000 ₫ ;0; - ₫ ; 7,980,000 ₫ ;35,00 ₫; 8,813,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Cửa hàng;Đã giao;24/11/2024;20;Apple;Tai nghe
DH2024006748;19/11/2024;854343493;Đồng Tháp;Phường Hồng Ngự;313 Nguyễn Văn Cừ;SP016;Smart TV LG 55 inch;Đồ điện tử;2; 11,990,000 ₫ ;0.07; 1,679,000 ₫ ; 23,980,000 ₫ ;30,00 ₫; 24,561,000 ₫ ;Giao Hàng Nhanh;COD;TikTok Shop;Đã giao;25/11/2024;2;LG;Tivi
DH2024006936;20/11/2024;770518089;TP. Hồ Chí Minh;Phường An Khánh;422 Nguyễn Văn Cừ;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0.1;429,00 ₫; 4,290,000 ₫ ;30,00 ₫; 4,277,000 ₫ ;Ninja Van;Thẻ ngân hàng;Shopee;Đang giao;23/11/2024;18;Canon;Máy in
DH2024007352;20/11/2024;946009293;Đồng Nai;Phường Trấn Biên;524 Nguyễn Trãi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.1;318,00 ₫; 3,180,000 ₫ ;40,00 ₫; 3,188,000 ₫ ;VNPost;Chuyển khoản;Shopee;Hủy đơn;26/11/2024;20;Samsung;Tai nghe
DH2024007477;20/11/2024;334441342;TP. Hồ Chí Minh;Phường An Khánh;144 Điện Biên Phủ;SP018;Chuột Logitech M331;Đồ điện tử;1;390,00 ₫;0.2;78,00 ₫;390,00 ₫;40,00 ₫;383,00 ₫;Giao Hàng Tiết Kiệm;COD;TikTok Shop;Đã giao;26/11/2024;20;Logitech;Phụ kiện
DH2024007486;20/11/2024;358998449;Vĩnh Long;Xã Mang Thít;231 Pasteur;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.2; 2,398,000 ₫ ; 11,990,000 ₫ ;22,00 ₫; 10,573,000 ₫ ;Viettel Post;COD;Facebook;Hoàn hàng;24/11/2024;20;LG;Tivi
DH2024009062;20/11/2024;771235506;TP. Hồ Chí Minh;Phường Sài Gòn;460 Quang Trung;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0; - ₫ ; 15,980,000 ₫ ;45,00 ₫; 17,623,000 ₫ ;Viettel Post;COD;Shopee;Đã giao;26/11/2024;20;Xiaomi;Máy tính bảng
DH2024009308;20/11/2024;885212220;TP. Hồ Chí Minh;Phường Thủ Đức;29 Điện Biên Phủ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1; 1,590,000 ₫ ;0; - ₫ ; 1,590,000 ₫ ;30,00 ₫; 1,779,000 ₫ ;Ninja Van;Chuyển khoản;Website;Đã giao;22/11/2024;20;Samsung;Tai nghe
DH2024000856;21/11/2024;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;515 Quang Trung;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1; 1,590,000 ₫ ;0; - ₫ ; 1,590,000 ₫ ;22,00 ₫; 1,771,000 ₫ ;J&T Express;Chuyển khoản;Website;Đã giao;24/11/2024;20;Samsung;Tai nghe
DH2024001077;21/11/2024;383858544;Vĩnh Long;Xã Bình Minh;205 Võ Văn Kiệt;SP024;Samsung Galaxy Watch6;Đồ điện tử;1; 5,490,000 ₫ ;0.2; 1,098,000 ₫ ; 5,490,000 ₫ ;25,00 ₫; 4,856,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Đã giao;27/11/2024;20;Samsung;Đồng hồ thông minh
DH2024002571;21/11/2024;330686394;TP. Hồ Chí Minh;Phường Sài Gòn;589 Quang Trung;SP024;Samsung Galaxy Watch6;Đồ điện tử;1; 5,490,000 ₫ ;0.15;824,00 ₫; 5,490,000 ₫ ;45,00 ₫; 5,178,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Zalo;Đã giao;27/11/2024;20;Samsung;Đồng hồ thông minh
DH2024003994;21/11/2024;861527597;Đồng Tháp;Phường Cao Lãnh;210 Cách Mạng Tháng Tám;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.1;399,00 ₫; 3,990,000 ₫ ;40,00 ₫; 3,990,000 ₫ ;Ninja Van;Thẻ ngân hàng;Zalo;Đã xác nhận;25/11/2024;11;Apple;Tai nghe
DH2024004115;21/11/2024;853807152;Cần Thơ;Phường Ninh Kiều;60 Điện Biên Phủ;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.03;480,00 ₫; 15,990,000 ₫ ;18,00 ₫; 17,079,000 ₫ ;J&T Express;Thẻ ngân hàng;Cửa hàng;Đang giao;24/11/2024;20;HP;Laptop
DH2024004682;21/11/2024;902319274;TP. Hồ Chí Minh;Phường Bến Thành;468 Trần Hưng Đạo;SP004;iPhone 14;Đồ điện tử;3; 16,990,000 ₫ ;0.15; 7,646,000 ₫ ; 50,970,000 ₫ ;40,00 ₫; 47,696,000 ₫ ;VNPost;Chuyển khoản;Cửa hàng;Đã giao;26/11/2024;1;Apple;Điện thoại
DH2024005202;21/11/2024;835850775;Cần Thơ;Phường Thốt Nốt;65 Cách Mạng Tháng Tám;SP026;Camera Xiaomi C300;Đồ điện tử;1;990,00 ₫;0.07;69,00 ₫;990,00 ₫;18,00 ₫; 1,031,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;TikTok Shop;Đã giao;27/11/2024;1;Xiaomi;Camera
DH2024007694;21/11/2024;760351162;TP. Hồ Chí Minh;Phường Bến Thành;297 Điện Biên Phủ;SP023;Apple Watch SE;Đồ điện tử;5; 5,990,000 ₫ ;0.1; 2,995,000 ₫ ; 29,950,000 ₫ ;30,00 ₫; 29,681,000 ₫ ;J&T Express;Thẻ ngân hàng;Zalo;Hoàn hàng;27/11/2024;20;Apple;Đồng hồ thông minh
DH2024000141;22/11/2024;853807152;Cà Mau;Xã Ngọc Hiển;173 Nguyễn Văn Cừ;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0; - ₫ ; 15,990,000 ₫ ;25,00 ₫; 17,614,000 ₫ ;Viettel Post;Ví điện tử;TikTok Shop;Đã giao;28/11/2024;20;HP;Laptop
DH2024006997;22/11/2024;933464208;Vĩnh Long;Phường Vĩnh Long;200 Võ Văn Kiệt;SP005;Xiaomi Redmi Note 13;Đồ điện tử;2; 4,990,000 ₫ ;0.05;499,00 ₫; 9,980,000 ₫ ;40,00 ₫; 10,469,000 ₫ ;Ninja Van;Chuyển khoản;Cửa hàng;Đã giao;25/11/2024;20;Xiaomi;Điện thoại
DH2024008730;22/11/2024;939117910;Đồng Tháp;Xã Tháp Mười;446 Nguyễn Trãi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4; 1,590,000 ₫ ;0.2; 1,272,000 ₫ ; 6,360,000 ₫ ;25,00 ₫; 5,622,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Facebook;Đã xác nhận;24/11/2024;1;Samsung;Tai nghe
DH2024009221;22/11/2024;885212220;Cần Thơ;Phường Cái Răng;147 Pasteur;SP006;Xiaomi Pad 6;Đồ điện tử;5; 7,990,000 ₫ ;0.03; 1,198,000 ₫ ; 39,950,000 ₫ ;25,00 ₫; 42,652,000 ₫ ;Viettel Post;COD;Zalo;Hoàn hàng;24/11/2024;20;Xiaomi;Máy tính bảng
DH2024008159;23/11/2024;366107820;TP. Hồ Chí Minh;Phường Bến Thành;436 Phạm Văn Đồng;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0; - ₫ ; 1,190,000 ₫ ;40,00 ₫; 1,349,000 ₫ ;VNPost;Thẻ ngân hàng;Website;Đã giao;29/11/2024;20;JBL;Loa
DH2024008801;23/11/2024;760351162;Đồng Nai;Phường Long Khánh;559 Cách Mạng Tháng Tám;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;3; 1,590,000 ₫ ;0; - ₫ ; 4,770,000 ₫ ;30,00 ₫; 5,277,000 ₫ ;Ninja Van;Chuyển khoản;Zalo;Đã giao;25/11/2024;20;Samsung;Tai nghe
